County Code,State Abbreviation,County Name,Total Number of Tax Returns,Total Number of Exemptions,Adjusted Gross Income (In Thousands),Wages and Salaries Incomes (In Thousands),Dividend Incomes (In Thousands),Interest Income (In Thousands)
35,UT,Salt Lake County,410763,960440,$23018676,$17360520,$383042,$586921
37,UT,San Juan County,3682,9055,$140794,$109412,$1560,$3716
39,UT,Sanpete County,8423,22315,$337303,$250260,$2152,$9780
41,UT,Sevier County,7768,19290,$327519,$235055,$2485,$9836
43,UT,Summit County,14911,34890,$1528509,$937548,$47888,$59972
45,UT,Tooele County,20563,53353,$1063207,$885899,$3802,$12695
47,UT,Uintah County,11177,27122,$662060,$504696,$3148,$10593
49,UT,Utah County,157947,435704,$8655581,$6475118,$82411,$215544
51,UT,Wasatch County,7776,21064,$476665,$325651,$7381,$15457
53,UT,Washington County,49513,120568,$2357153,$1488090,$44326,$112840
55,UT,Wayne County,1050,2450,$41007,$27261,$741,$1642
57,UT,Weber County,90517,211328,$4534099,$3411237,$57816,$110485
1,VT,Addison County,16964,33644,$849181,$578407,$30534,$28778
3,VT,Bennington County,18261,34404,$908602,$562702,$48289,$40656
5,VT,Caledonia County,14681,28719,$598256,$412613,$15785,$19632
7,VT,Chittenden County,71900,136796,$4520866,$3182941,$135103,$141681
9,VT,Essex County,3211,6136,$98883,$73172,$990,$2704
11,VT,Franklin County,22340,45739,$995318,$766605,$15930,$23990
13,VT,Grand Isle County,3613,7074,$203356,$138968,$6048,$6624
15,VT,Lamoille County,12104,22870,$575987,$392831,$22005,$18929
17,VT,Orange County,14050,27220,$634439,$449126,$17429,$18687
19,VT,Orleans County,13465,25976,$478515,$328907,$13926,$18129
21,VT,Rutland County,31545,58822,$1387306,$976799,$38609,$48096
23,VT,Washington County,29181,55229,$1462339,$1025647,$44454,$47626
25,VT,Windham County,22356,41271,$1019115,$656583,$41975,$41450
27,VT,Windsor County,28867,54324,$1513990,$983123,$62563,$58107
1,VA,Accomack County,16321,31225,$613733,$385216,$19793,$23330
3,VA,Albemarle County,40092,81842,$3275339,$1976510,$154062,$144043
5,VA,Alleghany County,7738,15566,$302860,$225496,$4784,$8781
7,VA,Amelia County,6210,12710,$273217,$206411,$4289,$7208
9,VA,Amherst County,14813,29519,$580750,$451911,$8727,$14553
11,VA,Appomattox County,6972,14214,$271874,$202780,$3215,$7115
13,VA,Arlington County,105752,167429,$9495633,$7239839,$230906,$258188
15,VA,Augusta County,32755,67804,$1579301,$1129820,$31297,$48988
17,VA,Bath County,2445,4661,$100819,$66067,$4131,$4939
19,VA,Bedford County,30433,64125,$1697387,$1182021,$37846,$55231
21,VA,Bland County,2980,5893,$118438,$81652,$1697,$3573
23,VA,Botetourt County,15355,32087,$891481,$656111,$17517,$24429
25,VA,Brunswick County,7723,14965,$245196,$183115,$3621,$6958
27,VA,Buchanan County,11732,23199,$325762,$254969,$3244,$12123
29,VA,Buckingham County,6351,12351,$214928,$164168,$3321,$5669
31,VA,Campbell County,25322,51208,$1035019,$792252,$15990,$27931
33,VA,Caroline County,13368,27327,$619607,$497112,$6506,$11439
35,VA,Carroll County,13689,27050,$416795,$311598,$4317,$13182
36,VA,Charles City County,3676,6723,$162383,$117659,$2678,$3848
37,VA,Charlotte County,6098,12092,$182353,$132794,$4184,$6092
41,VA,Chesterfield County,135603,297175,$9178149,$7034721,$176064,$196562
43,VA,Clarke County,6182,12739,$420738,$293776,$11007,$13681
45,VA,Craig County,2329,4671,$89582,$67864,$1159,$2329
47,VA,Culpeper County,19179,42176,$1068773,$802493,$16261,$27357
49,VA,Cumberland County,4414,8847,$154179,$118629,$2193,$3706
51,VA,Dickenson County,7348,14851,$199606,$160564,$2483,$6511
53,VA,Dinwiddie County,12524,25343,$546914,$431694,$5708,$10962
57,VA,Essex County,5466,10453,$219386,$155117,$5227,$6925
59,VA,Fairfax County,453188,948247,$45177546,$33322873,$1059047,$1264375
61,VA,Fauquier County,27429,60208,$2181821,$1558131,$58479,$70617
63,VA,Floyd County,7064,14222,$254239,$186461,$4121,$8275
65,VA,Fluvanna County,10510,22477,$613801,$416149,$14155,$15132
67,VA,Franklin County,24539,49444,$1081217,$728298,$25891,$42133
69,VA,Frederick County,33651,72135,$1907742,$1478131,$29139,$47717
71,VA,Giles County,8289,16426,$303400,$228628,$4045,$8427
73,VA,Gloucester County,17149,35367,$868439,$638739,$15298,$20329
75,VA,Goochland County,9123,18923,$994159,$636710,$42526,$37995
77,VA,Grayson County,7526,14663,$212887,$157255,$2597,$8038
79,VA,Greene County,7979,17104,$405253,$305871,$6336,$8745
81,VA,Greensville County,3917,7802,$129314,$105361,$1583,$3626
83,VA,Halifax County,17252,33990,$567487,$416420,$13102,$19129
85,VA,Hanover County,42657,94508,$3088524,$2310726,$61652,$80988
87,VA,Henrico County,139664,276894,$9070739,$6703954,$279243,$256248
89,VA,Henry County,27681,53767,$859020,$632337,$20385,$32341
91,VA,Highland County,1186,2265,$46830,$26956,$1861,$3076
93,VA,Isle of Wight County,16348,34680,$925940,$709674,$13501,$20918
95,VA,James City County,28434,59333,$2383651,$1349865,$105217,$104331
97,VA,King and Queen County,3126,6052,$127119,$96587,$2054,$3700
99,VA,King George County,9765,21901,$617640,$497142,$7279,$13722
101,VA,King William County,7398,15757,$385788,$300936,$6785,$9206
103,VA,Lancaster County,6099,11131,$357131,$152376,$27151,$21290
105,VA,Lee County,10595,21020,$280245,$221265,$2652,$8891
107,VA,Loudoun County,118690,280071,$12063707,$10091961,$167040,$213399
109,VA,Louisa County,14605,29854,$702131,$526810,$10066,$16113
111,VA,Lunenburg County,5358,10426,$171879,$126430,$3016,$9367
113,VA,Madison County,5829,12095,$291078,$192802,$8430,$11551
115,VA,Mathews County,4185,8199,$266559,$124687,$13441,$15288
117,VA,Mecklenburg County,15249,29279,$519636,$358663,$12787,$21657
119,VA,Middlesex County,5301,9896,$267392,$144370,$11843,$13568
121,VA,Montgomery County,32762,63292,$1670971,$1206127,$38780,$49953
125,VA,Nelson County,7421,14274,$347080,$223080,$10477,$12774
127,VA,New Kent County,7902,16660,$504826,$386547,$7777,$9746
131,VA,Northampton County,6352,11931,$246197,$143414,$8276,$10695
133,VA,Northumberland County,6062,11536,$299172,$132861,$15624,$22806
135,VA,Nottoway County,6992,13819,$248245,$182636,$4688,$8198
137,VA,Orange County,15352,31482,$791020,$547067,$17834,$24199
139,VA,Page County,11652,22850,$427693,$309993,$6740,$11977
141,VA,Patrick County,8639,17069,$266725,$193212,$4692,$9526
143,VA,Pittsylvania County,30324,60604,$1098039,$822369,$15356,$31815
145,VA,Powhatan County,10846,24267,$779417,$572815,$14716,$20155
147,VA,Prince Edward County,8026,15448,$282058,$203498,$6741,$8915
149,VA,Prince George County,13488,29633,$723600,$555258,$10183,$14531
153,VA,Prince William County,158053,358734,$11286721,$9351451,$100563,$160986
155,VA,Pulaski County,16526,31684,$625576,$476572,$8541,$15996
157,VA,Rappahannock County,3465,6900,$228666,$138111,$9654,$8959
159,VA,Richmond County,3690,7232,$151456,$100251,$4660,$5392
161,VA,Roanoke County,42638,87567,$2599671,$1823010,$59530,$81217
163,VA,Rockbridge County,10038,19848,$458284,$286379,$15394,$18726
165,VA,Rockingham County,34479,71783,$1696076,$1159747,$36926,$54672
167,VA,Russell County,12404,25022,$379986,$298513,$3922,$11839
169,VA,Scott County,11025,21516,$319157,$248755,$2887,$10631
171,VA,Shenandoah County,19769,39148,$893775,$628673,$19537,$32151
173,VA,Smyth County,15656,30572,$477536,$371276,$6716,$12345
175,VA,Southampton County,7771,16117,$325714,$248444,$9078,$9454
177,VA,Spotsylvania County,50414,115109,$3147189,$2541660,$34015,$60060
179,VA,Stafford County,48772,117032,$3590376,$2955344,$30971,$55348
181,VA,Surry County,3285,6554,$133102,$107362,$1477,$2686
183,VA,Sussex County,5281,10049,$178373,$137638,$2940,$4539
185,VA,Tazewell County,20473,40668,$753044,$533093,$15021,$26621
187,VA,Warren County,16882,34679,$870371,$683113,$12063,$19085
191,VA,Washington County,24906,49187,$996758,$710835,$19582,$40562
193,VA,Westmoreland County,8337,16311,$354063,$237044,$5936,$11825
195,VA,Wise County,18271,36554,$580433,$463466,$10089,$16340
197,VA,Wythe County,14213,27490,$497567,$377171,$7033,$14354
199,VA,York County,27248,62852,$1927550,$1390089,$37898,$45973
510,VA,Alexandria city,71125,114826,$5919168,$4490879,$139049,$144587
515,VA,Bedford city,3352,6038,$117348,$77674,$3117,$5080
520,VA,Bristol city,8182,15326,$271044,$196165,$6327,$10923
530,VA,Buena Vista city,3185,6061,$95810,$75498,$1253,$1930
540,VA,Charlottesville city,18438,30829,$919044,$624718,$36860,$74125
550,VA,Chesapeake city,95179,206668,$5388105,$4273081,$56814,$94797
570,VA,Colonial Heights city,8914,17021,$408984,$282288,$8880,$14880
580,VA,Covington city,3350,6098,$104906,$77233,$1929,$3528
590,VA,Danville city,22048,40467,$727178,$481500,$24757,$26951
595,VA,Emporia city,3161,5962,$91592,$67746,$2132,$3022
600,VA,Fairfax city,11311,21626,$917566,$664279,$21868,$27674
610,VA,Falls Church city,4910,9891,$579738,$412531,$19724,$18090
620,VA,Franklin city,4361,8447,$172323,$119944,$6813,$6344
630,VA,Fredericksburg city,9933,18050,$592333,$389409,$14852,$24857
640,VA,Galax city,3784,7295,$114406,$82073,$4121,$4657
650,VA,Hampton city,64912,125432,$2727623,$2100260,$30930,$51440
660,VA,Harrisonburg city,14594,28108,$615457,$441193,$16686,$20291
670,VA,Hopewell city,11265,21546,$377059,$288030,$4233,$8625
678,VA,Lexington city,2695,4596,$192652,$77103,$12115,$8316
680,VA,Lynchburg city,30910,57746,$1416678,$956847,$53262,$50596
683,VA,Manassas city,15717,34652,$931575,$764249,$10601,$16257
685,VA,Manassas Park city,5543,11928,$294375,$262595,$887,$2660
690,VA,Martinsville city,7271,13437,$254217,$163179,$13782,$12116
700,VA,Newport News city,84389,166686,$3481901,$2720791,$54729,$71248
710,VA,Norfolk city,103821,195242,$4164980,$3104324,$91584,$113395
720,VA,Norton city,2195,4043,$69553,$54705,$883,$1561
730,VA,Petersburg city,17125,30348,$489032,$385841,$6688,$9908
735,VA,Poquoson city,5109,11704,$393921,$270578,$9709,$10855
740,VA,Portsmouth city,46718,88719,$1742448,$1359608,$22464,$32129
750,VA,Radford city,4902,9126,$217996,$161056,$4773,$6375
760,VA,Richmond city,93102,157235,$4521181,$3159974,$212799,$144141
770,VA,Roanoke city,48988,87281,$1863155,$1339236,$60096,$65595
775,VA,Salem city,11939,23101,$588127,$417259,$14415,$20511
790,VA,Staunton city,12110,21560,$526019,$332879,$19944,$20670
800,VA,Suffolk city,36167,78109,$1981601,$1522191,$35145,$43169
810,VA,Virginia Beach city,196891,402598,$11483934,$8333580,$226208,$311155
820,VA,Waynesboro city,10766,20519,$423950,$296970,$12836,$16719
830,VA,Williamsburg city,4384,7482,$270594,$148224,$14319,$13551
840,VA,Winchester city,12129,22853,$670899,$440994,$21107,$28803
1,WA,Adams County,6814,18095,$283015,$189234,$29864,$8098
3,WA,Asotin County,10015,19349,$435132,$271510,$9677,$18701
5,WA,Benton County,68708,152800,$3882356,$2936967,$59566,$107614
7,WA,Chelan County,31590,66981,$1548310,$1001736,$38681,$65815
9,WA,Clallam County,33982,63731,$1615950,$835089,$60716,$95466
11,WA,Clark County,177902,383898,$10508721,$7494408,$201851,$344733
13,WA,Columbia County,1856,3576,$72458,$45033,$1654,$3709
15,WA,Cowlitz County,45173,94225,$2048925,$1476892,$27177,$66146
17,WA,Douglas County,14641,32555,$698117,$482894,$12873,$23775
19,WA,Ferry County,3013,6011,$97642,$65101,$1698,$3834
21,WA,Franklin County,26417,69605,$1206516,$910436,$15515,$25897
23,WA,Garfield County,951,1922,$37813,$22972,$1032,$1859
25,WA,Grant County,33311,80930,$1416750,$1009738,$21494,$41755
27,WA,Grays Harbor County,32029,62965,$1246812,$883640,$19340,$40111
29,WA,Island County,35428,71824,$2002065,$1147235,$69997,$91304
31,WA,Jefferson County,14567,26110,$796970,$354804,$43266,$49484
33,WA,King County,873494,1673462,$66792607,$48371159,$1919643,$2197752
35,WA,Kitsap County,109110,223335,$6452835,$4393609,$159715,$202396
37,WA,Kittitas County,15429,30380,$759711,$502507,$16568,$30208
39,WA,Klickitat County,9073,18709,$398652,$251984,$12108,$17948
41,WA,Lewis County,33642,69350,$1386919,$971746,$21024,$48595
43,WA,Lincoln County,4589,9665,$210059,$126789,$4997,$10138
45,WA,Mason County,26598,52842,$1214023,$788598,$22772,$41277
47,WA,Okanogan County,17963,37123,$652045,$419789,$16112,$24956
49,WA,Pacific County,10156,19301,$387940,$225510,$8935,$18949
51,WA,Pend Oreille County,5986,12054,$227219,$151148,$3668,$7841
53,WA,Pierce County,348971,724024,$18817189,$14108377,$283189,$463928
55,WA,San Juan County,7194,12968,$728387,$196719,$55093,$63016
57,WA,Skagit County,52186,106807,$2834858,$1782525,$81736,$120083
59,WA,Skamania County,4436,9093,$225214,$157018,$5296,$8305
61,WA,Snohomish County,307346,642840,$18944786,$14702947,$290815,$460672
63,WA,Spokane County,207735,413400,$10305066,$7197715,$200372,$338653
65,WA,Stevens County,18578,40071,$755103,$494527,$12229,$26930
67,WA,Thurston County,112754,226100,$6228391,$4391773,$110913,$182051
69,WA,Wahkiakum County,1849,3650,$83271,$47793,$2642,$4507
71,WA,Walla Walla County,23433,49416,$1111744,$743230,$25685,$46897
73,WA,Whatcom County,86262,169420,$4636261,$3024799,$128791,$192336
75,WA,Whitman County,14685,28773,$713739,$490399,$18299,$24927
77,WA,Yakima County,95277,220500,$3967296,$2825219,$96014,$139759
1,WV,Barbour County,7047,14476,$213064,$162658,$1993,$6321
3,WV,Berkeley County,45890,94399,$2103974,$1680409,$18022,$38649
5,WV,Boone County,10953,23101,$387127,$308184,$2390,$6821
7,WV,Braxton County,6000,12179,$174155,$135690,$1540,$4625
9,WV,Brooke County,11369,22124,$431073,$314895,$6572,$12305
11,WV,Cabell County,43926,82904,$1763078,$1268395,$37948,$57686
13,WV,Calhoun County,3372,6649,$89444,$68050,$868,$2344
15,WV,Clay County,4313,9193,$115049,$92749,$669,$2204
17,WV,Doddridge County,2202,4504,$65509,$48148,$843,$1626
19,WV,Fayette County,21147,41590,$624329,$485847,$5632,$15773
21,WV,Gilmer County,2936,5885,$91698,$67661,$1384,$2429
23,WV,Grant County,5559,11293,$193708,$142868,$3119,$6526
25,WV,Greenbrier County,16917,32427,$570922,$400571,$11259,$20232
27,WV,Hampshire County,10349,21276,$365764,$282637,$3863,$9862
29,WV,Hancock County,15707,30256,$573388,$435071,$6943,$18513
31,WV,Hardy County,6359,12849,$218112,$167187,$2606,$6242
33,WV,Harrison County,33829,66744,$1342787,$976299,$24613,$36887
35,WV,Jackson County,12969,27303,$482634,$371054,$5091,$13120
37,WV,Jefferson County,23098,48079,$1252253,$1038208,$16076,$25063
39,WV,Kanawha County,94479,180004,$4224203,$2897797,$88010,$129454
41,WV,Lewis County,8473,16665,$280520,$202868,$6633,$6765
43,WV,Lincoln County,9864,20556,$284400,$229754,$1691,$5978
45,WV,Logan County,16467,34262,$531589,$418892,$6260,$11324
47,WV,McDowell County,10008,19540,$210022,$158286,$3688,$6180
49,WV,Marion County,25927,50717,$984253,$749379,$14261,$27438
51,WV,Marshall County,15286,30458,$546078,$413770,$8531,$15295
53,WV,Mason County,11701,23651,$398465,$314751,$4016,$9830
55,WV,Mercer County,29441,57249,$949334,$676026,$17590,$35423
57,WV,Mineral County,12986,26403,$481755,$370377,$4712,$11928
59,WV,Mingo County,11878,24965,$341596,$275938,$3517,$10351
61,WV,Monongalia County,34871,66580,$1715800,$1286392,$34738,$48342
63,WV,Monroe County,6031,12155,$187426,$133748,$1684,$5387
65,WV,Morgan County,7909,15618,$306267,$218115,$4559,$8764
67,WV,Nicholas County,12298,24807,$441845,$304642,$5170,$15052
69,WV,Ohio County,21956,41950,$986530,$652658,$37830,$36080
71,WV,Pendleton County,3774,7390,$119107,$86026,$2186,$5134
73,WV,Pleasants County,3279,6839,$135167,$99772,$1053,$2894
75,WV,Pocahontas County,4239,7899,$122670,$85536,$2176,$5057
77,WV,Preston County,14496,28966,$497214,$393507,$4379,$11571
79,WV,Putnam County,24068,52206,$1252820,$970620,$12058,$29993
81,WV,Raleigh County,35597,70957,$1316600,$999196,$16685,$37159
83,WV,Randolph County,13477,26408,$440278,$324496,$7404,$13860
85,WV,Ritchie County,5164,10505,$161293,$118909,$2006,$3826
87,WV,Roane County,6920,14172,$207001,$160446,$2236,$5513
89,WV,Summers County,5526,10449,$150074,$109069,$1770,$4807
91,WV,Taylor County,7429,14942,$259589,$205866,$2358,$6357
93,WV,Tucker County,3453,6720,$111455,$81352,$1370,$3465
95,WV,Tyler County,4016,8345,$140208,$101830,$3300,$3746
97,WV,Upshur County,10605,21263,$360502,$265268,$5677,$12350
99,WV,Wayne County,18161,37510,$610623,$477458,$6379,$14873
101,WV,Webster County,4244,8555,$122470,$82118,$604,$4599
103,WV,Wetzel County,7868,16067,$279341,$199832,$4683,$8186
105,WV,Wirt County,2390,4992,$76334,$54936,$471,$1667
107,WV,Wood County,40944,81108,$1649696,$1170144,$34634,$44581
109,WV,Wyoming County,10273,21501,$303105,$235249,$2092,$6959
1,WI,Adams County,9486,18005,$349183,$217057,$6190,$11330
3,WI,Ashland County,7816,15160,$286574,$202500,$5065,$8291
5,WI,Barron County,22473,44645,$922766,$636977,$18493,$29419
7,WI,Bayfield County,7476,14728,$352423,$224988,$8148,$11028
9,WI,Brown County,112535,234476,$6438576,$4681218,$143246,$179127
11,WI,Buffalo County,6629,13428,$275781,$198513,$5065,$11075
13,WI,Burnett County,7909,15256,$293677,$183774,$5554,$10117
15,WI,Calumet County,20691,47474,$1218656,$942856,$18998,$29989
17,WI,Chippewa County,28247,58337,$1264588,$913854,$24018,$40831
19,WI,Clark County,14831,33389,$614810,$395104,$8629,$26510
21,WI,Columbia County,26979,55588,$1398584,$1019665,$26251,$43978
23,WI,Crawford County,7826,15565,$292481,$211829,$4319,$12240
25,WI,Dane County,222186,444296,$14716792,$10468877,$369094,$447538
27,WI,Dodge County,40067,82871,$1942090,$1463637,$31257,$52883
29,WI,Door County,14103,27359,$761399,$410179,$32238,$35244
31,WI,Douglas County,20958,40119,$897091,$647402,$12688,$22174
33,WI,Dunn County,17448,36159,$805411,$592393,$11923,$23097
35,WI,Eau Claire County,43064,85528,$2220620,$1570503,$42926,$71860
37,WI,Florence County,2322,4516,$89171,$62293,$2101,$2605
39,WI,Fond du Lac County,47116,97609,$2434879,$1776483,$45023,$70863
41,WI,Forest County,4486,8933,$172940,$91641,$2531,$4762
43,WI,Grant County,22083,45576,$924943,$642944,$15314,$42025
45,WI,Green County,16951,35650,$878667,$633173,$17765,$31764
47,WI,Green Lake County,9237,18647,$420751,$285736,$14262,$17047
49,WI,Iowa County,10849,22844,$538751,$398718,$7573,$19480
51,WI,Iron County,3244,5952,$118573,$70830,$3685,$5165
53,WI,Jackson County,9185,18493,$414610,$260468,$8196,$13974
55,WI,Jefferson County,37098,78105,$1869766,$1427826,$33415,$44143
57,WI,Juneau County,12401,24373,$455731,$330675,$5815,$13318
59,WI,Kenosha County,72759,154366,$3777332,$2996651,$54095,$84296
61,WI,Kewaunee County,9407,19862,$437945,$328825,$8736,$16022
63,WI,La Crosse County,50062,99129,$2595621,$1839969,$53543,$88767
65,WI,Lafayette County,7582,16576,$303213,$223282,$5580,$14773
67,WI,Langlade County,9943,19691,$380518,$262046,$7043,$13516
69,WI,Lincoln County,14501,29102,$654492,$465934,$10853,$19154
71,WI,Manitowoc County,39282,80333,$1944171,$1433770,$37052,$57169
73,WI,Marathon County,61521,129432,$3273584,$2433291,$54611,$97373
75,WI,Marinette County,20969,40993,$806500,$584405,$13987,$23605
77,WI,Marquette County,7829,15195,$294275,$207445,$4127,$10046
78,WI,Menominee County,1872,4119,$47586,$36468,$350,$650
79,WI,Milwaukee County,433983,847180,$19979800,$15114848,$432094,$569924
81,WI,Monroe County,20129,42489,$845990,$623886,$11670,$23607
83,WI,Oconto County,17977,37068,$800444,$598782,$12082,$21306
85,WI,Oneida County,19224,36738,$889188,$561101,$23993,$35471
87,WI,Outagamie County,80548,171095,$4636234,$3524450,$85035,$122076
89,WI,Ozaukee County,38222,83280,$3830240,$2479221,$142625,$143313
91,WI,Pepin County,3514,7321,$161883,$106333,$2117,$6359
93,WI,Pierce County,16931,35726,$969025,$755434,$12410,$24369
95,WI,Polk County,20623,42455,$942417,$686839,$14441,$26258
97,WI,Portage County,30471,62061,$1594215,$1173231,$32603,$44585
99,WI,Price County,7332,14354,$288340,$198617,$6875,$11316
101,WI,Racine County,89517,186383,$4886462,$3683222,$117653,$122594
103,WI,Richland County,8030,16369,$320956,$228348,$5715,$11876
105,WI,Rock County,74431,154490,$3686135,$2671844,$55009,$99878
